Number,index,Problem,Rate,Rating,Color,Difficulty,Link,Contest
6632,F3,Tree of Life (hard),https://img.shields.io/badge/Legendary%20Grandmaster-3200-red,Legendary Grandmaster,red,3200,https://codeforces.com/contest/690/problem/F3,https://codeforces.com/contest/690
6633,F2,Tree of Life (medium),https://img.shields.io/badge/International%20Grandmaster-2700-red,International Grandmaster,red,2700,https://codeforces.com/contest/690/problem/F2,https://codeforces.com/contest/690
6634,F1,Tree of Life (easy),https://img.shields.io/badge/Pupil-1300-brightgreen,Pupil,brightgreen,1300,https://codeforces.com/contest/690/problem/F1,https://codeforces.com/contest/690
6635,E2,Photographs (II),https://img.shields.io/badge/International%20Grandmaster-2600-red,International Grandmaster,red,2600,https://codeforces.com/contest/690/problem/E2,https://codeforces.com/contest/690
6636,E1,Photographs (I),https://img.shields.io/badge/Expert-1800-blue,Expert,blue,1800,https://codeforces.com/contest/690/problem/E1,https://codeforces.com/contest/690
6637,D3,The Wall (hard),https://img.shields.io/badge/Master-2100-orange,Master,orange,2100,https://codeforces.com/contest/690/problem/D3,https://codeforces.com/contest/690
6638,D2,The Wall (medium),https://img.shields.io/badge/Expert-1800-blue,Expert,blue,1800,https://codeforces.com/contest/690/problem/D2,https://codeforces.com/contest/690
6639,D1,The Wall (easy),https://img.shields.io/badge/Pupil-1200-brightgreen,Pupil,brightgreen,1200,https://codeforces.com/contest/690/problem/D1,https://codeforces.com/contest/690
6640,C3,Brain Network (hard),https://img.shields.io/badge/Master-2200-orange,Master,orange,2200,https://codeforces.com/contest/690/problem/C3,https://codeforces.com/contest/690
6641,C2,Brain Network (medium),https://img.shields.io/badge/Specialist-1500-9cf,Specialist,9cf,1500,https://codeforces.com/contest/690/problem/C2,https://codeforces.com/contest/690
6642,C1,Brain Network (easy),https://img.shields.io/badge/Pupil-1300-brightgreen,Pupil,brightgreen,1300,https://codeforces.com/contest/690/problem/C1,https://codeforces.com/contest/690
6643,B3,Recover Polygon (hard),https://img.shields.io/badge/International%20Grandmaster-2600-red,International Grandmaster,red,2600,https://codeforces.com/contest/690/problem/B3,https://codeforces.com/contest/690
6644,B2,Recover Polygon (medium),https://img.shields.io/badge/International%20Grandmaster-2600-red,International Grandmaster,red,2600,https://codeforces.com/contest/690/problem/B2,https://codeforces.com/contest/690
6645,B1,Recover Polygon (easy),https://img.shields.io/badge/Expert-1700-blue,Expert,blue,1700,https://codeforces.com/contest/690/problem/B1,https://codeforces.com/contest/690
6646,A3,Collective Mindsets (hard),https://img.shields.io/badge/Grandmaster-2400-red,Grandmaster,red,2400,https://codeforces.com/contest/690/problem/A3,https://codeforces.com/contest/690
6647,A2,Collective Mindsets (medium),https://img.shields.io/badge/International%20Master-2300-orange,International Master,orange,2300,https://codeforces.com/contest/690/problem/A2,https://codeforces.com/contest/690
6648,A1,Collective Mindsets (easy),https://img.shields.io/badge/Newbie-1100-lightgrey,Newbie,lightgrey,1100,https://codeforces.com/contest/690/problem/A1,https://codeforces.com/contest/690
6649,E,Mike and Geometry Problem,https://img.shields.io/badge/Candidate%20Master-2000-blueviolet,Candidate Master,blueviolet,2000,https://codeforces.com/contest/689/problem/E,https://codeforces.com/contest/689
6650,D,Friends and Subsequences,https://img.shields.io/badge/Master-2100-orange,Master,orange,2100,https://codeforces.com/contest/689/problem/D,https://codeforces.com/contest/689
6651,C,Mike and Chocolate Thieves,https://img.shields.io/badge/Expert-1700-blue,Expert,blue,1700,https://codeforces.com/contest/689/problem/C,https://codeforces.com/contest/689
6652,B,Mike and Shortcuts,https://img.shields.io/badge/Expert-1600-blue,Expert,blue,1600,https://codeforces.com/contest/689/problem/B,https://codeforces.com/contest/689
6653,A,Mike and Cellphone,https://img.shields.io/badge/Specialist-1400-9cf,Specialist,9cf,1400,https://codeforces.com/contest/689/problem/A,https://codeforces.com/contest/689
6654,B,Lovely Palindromes,https://img.shields.io/badge/Newbie-1000-lightgrey,Newbie,lightgrey,1000,https://codeforces.com/contest/688/problem/B,https://codeforces.com/contest/688
6655,A,Opponents,https://img.shields.io/badge/Newbie-800-lightgrey,Newbie,lightgrey,800,https://codeforces.com/contest/688/problem/A,https://codeforces.com/contest/688
6656,E,TOF,https://img.shields.io/badge/International%20Grandmaster-2900-red,International Grandmaster,red,2900,https://codeforces.com/contest/687/problem/E,https://codeforces.com/contest/687
6657,D,Dividing Kingdom II,https://img.shields.io/badge/Grandmaster-2500-red,Grandmaster,red,2500,https://codeforces.com/contest/687/problem/D,https://codeforces.com/contest/687
6658,C,The Values You Can Make,https://img.shields.io/badge/Candidate%20Master-1900-blueviolet,Candidate Master,blueviolet,1900,https://codeforces.com/contest/687/problem/C,https://codeforces.com/contest/687
6659,B,Remainders Game,https://img.shields.io/badge/Expert-1800-blue,Expert,blue,1800,https://codeforces.com/contest/687/problem/B,https://codeforces.com/contest/687
6660,A,NP-Hard Problem,https://img.shields.io/badge/Specialist-1500-9cf,Specialist,9cf,1500,https://codeforces.com/contest/687/problem/A,https://codeforces.com/contest/687
6661,B,Little Robber Girl's Zoo,https://img.shields.io/badge/Newbie-1100-lightgrey,Newbie,lightgrey,1100,https://codeforces.com/contest/686/problem/B,https://codeforces.com/contest/686
6662,A,Free Ice Cream,https://img.shields.io/badge/Newbie-800-lightgrey,Newbie,lightgrey,800,https://codeforces.com/contest/686/problem/A,https://codeforces.com/contest/686
6663,E,Travelling Through the Snow Queen's Kingdom,https://img.shields.io/badge/International%20Grandmaster-2800-red,International Grandmaster,red,2800,https://codeforces.com/contest/685/problem/E,https://codeforces.com/contest/685
6664,D,Kay and Eternity,https://img.shields.io/badge/International%20Grandmaster-2600-red,International Grandmaster,red,2600,https://codeforces.com/contest/685/problem/D,https://codeforces.com/contest/685
6665,C,Optimal Point,https://img.shields.io/badge/International%20Grandmaster-2900-red,International Grandmaster,red,2900,https://codeforces.com/contest/685/problem/C,https://codeforces.com/contest/685
6666,B,Kay and Snowflake,https://img.shields.io/badge/Candidate%20Master-1900-blueviolet,Candidate Master,blueviolet,1900,https://codeforces.com/contest/685/problem/B,https://codeforces.com/contest/685
6667,A,Robbers' watch,https://img.shields.io/badge/Expert-1700-blue,Expert,blue,1700,https://codeforces.com/contest/685/problem/A,https://codeforces.com/contest/685
6668,J,The Hero with Bombs,https://img.shields.io/badge/Legendary%20Grandmaster-3000-red,Legendary Grandmaster,red,3000,https://codeforces.com/contest/683/problem/J,https://codeforces.com/contest/683
6669,I,Loader,https://img.shields.io/badge/Grandmaster-2500-red,Grandmaster,red,2500,https://codeforces.com/contest/683/problem/I,https://codeforces.com/contest/683
6670,H,Exchange of Books,https://img.shields.io/badge/Candidate%20Master-1900-blueviolet,Candidate Master,blueviolet,1900,https://codeforces.com/contest/683/problem/H,https://codeforces.com/contest/683
6671,G,The Fraction,https://img.shields.io/badge/Candidate%20Master-1900-blueviolet,Candidate Master,blueviolet,1900,https://codeforces.com/contest/683/problem/G,https://codeforces.com/contest/683
6672,F,Reformat the String,https://img.shields.io/badge/Expert-1800-blue,Expert,blue,1800,https://codeforces.com/contest/683/problem/F,https://codeforces.com/contest/683
6673,E,Hammer throwing,https://img.shields.io/badge/Expert-1800-blue,Expert,blue,1800,https://codeforces.com/contest/683/problem/E,https://codeforces.com/contest/683
6674,D,Chocolate Bar,https://img.shields.io/badge/Specialist-1400-9cf,Specialist,9cf,1400,https://codeforces.com/contest/683/problem/D,https://codeforces.com/contest/683
6675,C,Symmetric Difference,https://img.shields.io/badge/Expert-1600-blue,Expert,blue,1600,https://codeforces.com/contest/683/problem/C,https://codeforces.com/contest/683
6676,B,The Teacher of Physical Education,https://img.shields.io/badge/Expert-1600-blue,Expert,blue,1600,https://codeforces.com/contest/683/problem/B,https://codeforces.com/contest/683
6677,A,The Check of the Point,https://img.shields.io/badge/Pupil-1200-brightgreen,Pupil,brightgreen,1200,https://codeforces.com/contest/683/problem/A,https://codeforces.com/contest/683
6678,E,Alyona and Triangles,https://img.shields.io/badge/International%20Grandmaster-2600-red,International Grandmaster,red,2600,https://codeforces.com/contest/682/problem/E,https://codeforces.com/contest/682
6679,D,Alyona and Strings,https://img.shields.io/badge/Candidate%20Master-1900-blueviolet,Candidate Master,blueviolet,1900,https://codeforces.com/contest/682/problem/D,https://codeforces.com/contest/682
6680,C,Alyona and the Tree,https://img.shields.io/badge/Expert-1600-blue,Expert,blue,1600,https://codeforces.com/contest/682/problem/C,https://codeforces.com/contest/682
6681,B,Alyona and Mex,https://img.shields.io/badge/Pupil-1200-brightgreen,Pupil,brightgreen,1200,https://codeforces.com/contest/682/problem/B,https://codeforces.com/contest/682
6682,A,Alyona and Numbers,https://img.shields.io/badge/Newbie-1100-lightgrey,Newbie,lightgrey,1100,https://codeforces.com/contest/682/problem/A,https://codeforces.com/contest/682
6683,E,Runaway to a Shadow,https://img.shields.io/badge/Grandmaster-2500-red,Grandmaster,red,2500,https://codeforces.com/contest/681/problem/E,https://codeforces.com/contest/681
6684,D,Gifts by the List,https://img.shields.io/badge/Candidate%20Master-2000-blueviolet,Candidate Master,blueviolet,2000,https://codeforces.com/contest/681/problem/D,https://codeforces.com/contest/681
6685,C,Heap Operations,https://img.shields.io/badge/Expert-1600-blue,Expert,blue,1600,https://codeforces.com/contest/681/problem/C,https://codeforces.com/contest/681
6686,B,Economy Game,https://img.shields.io/badge/Pupil-1300-brightgreen,Pupil,brightgreen,1300,https://codeforces.com/contest/681/problem/B,https://codeforces.com/contest/681
6687,A,A Good Contest,https://img.shields.io/badge/Newbie-800-lightgrey,Newbie,lightgrey,800,https://codeforces.com/contest/681/problem/A,https://codeforces.com/contest/681
6688,B,Bear and Finding Criminals,https://img.shields.io/badge/Newbie-1000-lightgrey,Newbie,lightgrey,1000,https://codeforces.com/contest/680/problem/B,https://codeforces.com/contest/680
6689,A,Bear and Five Cards,https://img.shields.io/badge/Newbie-800-lightgrey,Newbie,lightgrey,800,https://codeforces.com/contest/680/problem/A,https://codeforces.com/contest/680
6690,E,Bear and Bad Powers of 42,https://img.shields.io/badge/Legendary%20Grandmaster-3100-red,Legendary Grandmaster,red,3100,https://codeforces.com/contest/679/problem/E,https://codeforces.com/contest/679
6691,D,Bear and Chase,https://img.shields.io/badge/International%20Grandmaster-2900-red,International Grandmaster,red,2900,https://codeforces.com/contest/679/problem/D,https://codeforces.com/contest/679
6692,C,Bear and Square Grid,https://img.shields.io/badge/Grandmaster-2400-red,Grandmaster,red,2400,https://codeforces.com/contest/679/problem/C,https://codeforces.com/contest/679
6693,B,Bear and Tower of Cubes,https://img.shields.io/badge/Master-2200-orange,Master,orange,2200,https://codeforces.com/contest/679/problem/B,https://codeforces.com/contest/679
6694,A,Bear and Prime 100,https://img.shields.io/badge/Specialist-1400-9cf,Specialist,9cf,1400,https://codeforces.com/contest/679/problem/A,https://codeforces.com/contest/679
6695,F,Lena and Queries,https://img.shields.io/badge/Grandmaster-2500-red,Grandmaster,red,2500,https://codeforces.com/contest/678/problem/F,https://codeforces.com/contest/678
6696,E,Another Sith Tournament,https://img.shields.io/badge/Master-2200-orange,Master,orange,2200,https://codeforces.com/contest/678/problem/E,https://codeforces.com/contest/678
6697,D,Iterated Linear Function,https://img.shields.io/badge/Expert-1700-blue,Expert,blue,1700,https://codeforces.com/contest/678/problem/D,https://codeforces.com/contest/678
6698,C,Joty and Chocolate,https://img.shields.io/badge/Expert-1600-blue,Expert,blue,1600,https://codeforces.com/contest/678/problem/C,https://codeforces.com/contest/678
6699,B,The Same Calendar,https://img.shields.io/badge/Expert-1600-blue,Expert,blue,1600,https://codeforces.com/contest/678/problem/B,https://codeforces.com/contest/678
6700,A,Johny Likes Numbers,https://img.shields.io/badge/Newbie-800-lightgrey,Newbie,lightgrey,800,https://codeforces.com/contest/678/problem/A,https://codeforces.com/contest/678
6701,E,Vanya and Balloons,https://img.shields.io/badge/International%20Master-2300-orange,International Master,orange,2300,https://codeforces.com/contest/677/problem/E,https://codeforces.com/contest/677
6702,D,Vanya and Treasure,https://img.shields.io/badge/International%20Master-2300-orange,International Master,orange,2300,https://codeforces.com/contest/677/problem/D,https://codeforces.com/contest/677
6703,C,Vanya and Label,https://img.shields.io/badge/Specialist-1500-9cf,Specialist,9cf,1500,https://codeforces.com/contest/677/problem/C,https://codeforces.com/contest/677
6704,B,Vanya and Food Processor,https://img.shields.io/badge/Specialist-1400-9cf,Specialist,9cf,1400,https://codeforces.com/contest/677/problem/B,https://codeforces.com/contest/677
6705,A,Vanya and Fence,https://img.shields.io/badge/Newbie-800-lightgrey,Newbie,lightgrey,800,https://codeforces.com/contest/677/problem/A,https://codeforces.com/contest/677
6706,E,The Last Fight Between Human and AI,https://img.shields.io/badge/Grandmaster-2400-red,Grandmaster,red,2400,https://codeforces.com/contest/676/problem/E,https://codeforces.com/contest/676
6707,D,Theseus and labyrinth,https://img.shields.io/badge/Candidate%20Master-2000-blueviolet,Candidate Master,blueviolet,2000,https://codeforces.com/contest/676/problem/D,https://codeforces.com/contest/676
6708,C,Vasya and String,https://img.shields.io/badge/Specialist-1500-9cf,Specialist,9cf,1500,https://codeforces.com/contest/676/problem/C,https://codeforces.com/contest/676
6709,B,Pyramid of Glasses,https://img.shields.io/badge/Specialist-1500-9cf,Specialist,9cf,1500,https://codeforces.com/contest/676/problem/B,https://codeforces.com/contest/676
6710,A,Nicholas and Permutation,https://img.shields.io/badge/Newbie-800-lightgrey,Newbie,lightgrey,800,https://codeforces.com/contest/676/problem/A,https://codeforces.com/contest/676
